"","T_tphe_5.0m Ave. (C)","T_tphe_3.75m Ave. (C)","T_tphe_2.5m Ave. (C)","T_iv_gas Ave. (C)","T_tw Ave. (C)","T_exhaust Ave. (C)"
"1679306094","219.460","167.244","139.992","482.414","590.918","22.339"
"1679306104","220.311","168.057","140.696","483.124","591.368","22.349"
"1679306114","221.099","168.817","141.357","483.788","591.786","22.340"
"1679306124","221.867","169.560","142.011","484.432","592.189","22.323"
"1679306134","222.721","170.402","142.754","485.160","592.657","22.332"
"1679306144","223.539","171.155","143.414","485.806","593.082","22.349"
"1679306154","224.343","171.926","144.089","486.468","593.518","22.356"
"1679306164","225.140","172.698","144.765","487.125","593.953","22.359"
"1679306174","225.979","173.510","145.473","487.818","594.412","22.354"
"1679306184","226.775","174.280","146.142","488.476","594.846","22.353"
"1679306194","227.568","175.046","146.808","489.130","595.282","22.347"
"1679306204","228.423","175.867","147.516","489.831","595.746","22.340"
"1679306214","229.225","176.643","148.189","490.486","596.186","22.363"
"1679306224","230.029","177.405","148.854","491.135","596.609","22.366"
"1679306234","230.848","178.176","149.522","491.785","597.031","22.362"
"1679306244","231.710","179.005","150.252","492.479","597.484","22.358"
"1679306254","232.507","179.782","150.934","493.132","597.908","22.359"
"1679306264","233.289","180.552","151.626","493.774","598.330","22.353"
"1679306274","234.088","181.386","152.446","494.460","598.779","22.338"
"1679306284","234.849","182.173","153.189","495.103","599.195","22.342"
"1679306294","235.641","182.960","153.905","495.750","599.620","22.351"
"1679306304","236.442","183.744","154.601","496.392","600.036","22.338"
"1679306314","237.298","184.581","155.338","497.073","600.478","22.340"
"1679306324","238.103","185.370","156.036","497.717","600.902","22.339"
"1679306334","238.920","186.178","156.734","498.364","601.328","22.349"
"1679306344","239.779","187.032","157.467","499.046","601.780","22.354"
"1679306354","240.579","187.822","158.150","499.682","602.200","22.354"
"1679306364","241.373","188.604","158.820","500.306","602.612","22.340"
"1679306374","242.178","189.389","159.498","500.958","603.046","22.339"
"1679306384","243.059","190.239","160.226","501.619","603.486","22.339"
"1679306394","243.890","191.025","160.909","502.252","603.905","22.345"
"1679306404","245.020","191.809","161.590","502.882","604.321","22.334"
"1679306414","246.276","192.667","162.333","503.562","604.766","22.341"
"1679306424","247.244","193.459","163.022","504.192","605.177","22.354"
"1679306434","248.113","194.241","163.705","504.810","605.581","22.358"
"1679306444","248.949","195.027","164.391","505.431","605.988","22.357"
"1679306454","249.824","195.879","165.136","506.098","606.426","22.370"
"1679306464","250.633","196.674","165.835","506.724","606.840","22.384"
"1679306474","251.396","197.436","166.504","507.318","607.230","22.384"
"1679306484","252.213","198.262","167.230","507.962","607.652","22.387"
"1679306494","253.000","199.061","167.939","508.579","608.055","22.378"
"1679306504","253.800","199.916","168.755","509.229","608.474","22.371"
"1679306514","254.551","200.722","169.527","509.840","608.867","22.371"
"1679306524","255.382","201.588","170.320","510.497","609.296","22.376"
"1679306534","256.177","202.390","171.035","511.110","609.718","22.377"
"1679306544","256.978","203.199","171.734","511.725","610.147","22.387"
"1679306554","257.833","204.056","172.476","512.378","610.605","22.386"
"1679306564","258.626","204.858","173.171","512.991","611.025","22.373"
"1679306574","259.421","205.663","173.865","513.603","611.447","22.374"
"1679306584","260.212","206.464","174.545","514.211","611.870","22.370"
"1679306594","261.062","207.324","175.284","514.871","612.332","22.361"
"1679306604","261.861","208.144","175.982","515.489","612.780","22.375"
"1679306614","262.645","208.948","176.673","516.098","613.192","22.376"
"1679306624","263.491","209.815","177.426","516.753","613.649","22.376"
"1679306634","264.298","210.629","178.151","517.365","614.074","22.380"
"1679306644","265.162","211.436","178.867","517.972","614.493","22.379"
"1679306654","265.976","212.237","179.576","518.572","614.908","22.377"
"1679306664","266.834","213.107","180.340","519.227","615.368","22.395"
"1679306674","267.633","213.914","181.043","519.833","615.790","22.397"
"1679306684","268.422","214.723","181.740","520.436","616.206","22.395"
"1679306694","269.267","215.588","182.489","521.083","616.656","22.400"
"1679306704","270.046","216.396","183.194","521.683","617.070","22.388"
"1679306714","270.824","217.208","183.904","522.282","617.481","22.387"
"1679306724","271.607","218.023","184.613","522.881","617.898","22.383"
"1679306734","272.454","218.897","185.371","523.527","618.340","22.388"
"1679306744","273.234","219.709","186.068","524.120","618.752","22.387"
"1679306754","274.027","220.523","186.775","524.719","619.167","22.390"
"1679306764","274.879","221.401","187.531","525.363","619.608","22.408"
"1679306774","275.695","222.217","188.243","525.961","620.020","22.416"
"1679306784","276.526","223.033","188.960","526.557","620.426","22.424"
"1679306794","277.322","223.852","189.678","527.149","620.831","22.426"
"1679306804","278.151","224.716","190.436","527.773","621.254","22.416"
"1679306814","278.945","225.542","191.159","528.377","621.670","22.420"
"1679306824","279.727","226.360","191.868","528.964","622.066","22.411"
"1679306834","280.555","227.227","192.623","529.589","622.485","22.411"
"1679306844","281.332","228.041","193.328","530.172","622.875","22.418"
"1679306854","282.116","228.874","194.039","530.766","623.276","22.429"
"1679306864","282.890","229.698","194.757","531.352","623.665","22.438"
"1679306874","283.712","230.574","195.524","531.970","624.073","22.447"
"1679306884","284.488","231.398","196.250","532.559","624.469","22.448"
"1679306894","285.278","232.218","196.974","533.142","624.864","22.452"
"1679306904","286.158","233.098","197.751","533.769","625.280","22.468"
"1679306914","286.941","233.910","198.467","534.341","625.658","22.458"
"1679306924","287.723","234.733","199.194","534.922","626.049","22.460"
"1679306934","288.490","235.543","199.912","535.492","626.429","22.458"
"1679306944","289.316","236.425","200.695","536.114","626.844","22.458"
"1679306954","290.085","237.246","201.422","536.690","627.230","22.453"
"1679306964","290.857","238.063","202.146","537.262","627.607","22.445"
"1679306974","291.684","238.944","202.925","537.873","627.980","22.442"
"1679306984","292.453","239.762","203.638","538.436","628.336","22.426"
"1679306994","293.223","240.576","204.349","538.996","628.720","22.422"
"1679307004","294.025","241.431","205.099","539.591","629.136","22.431"
"1679307014","294.819","242.284","205.860","540.177","629.548","22.446"
"1679307024","295.598","243.112","206.601","540.752","629.945","22.451"
"1679307034","296.366","243.932","207.327","541.314","630.337","22.452"
"1679307044","297.193","244.824","208.117","541.930","630.767","22.471"
"1679307054","297.965","245.655","208.854","542.506","631.168","22.477"
"1679307064","298.754","246.473","209.578","543.067","631.557","22.473"
"1679307074","299.552","247.297","210.300","543.631","631.946","22.467"
"1679307084","300.391","248.186","211.082","544.242","632.363","22.482"
"1679307094","301.157","249.013","211.807","544.821","632.760","22.488"
"1679307104","301.925","249.860","212.541","545.376","633.140","22.491"
"1679307114","302.740","250.746","213.316","545.977","633.545","22.492"
"1679307124","303.510","251.581","214.065","546.548","633.941","22.497"
"1679307134","304.275","252.406","214.802","547.114","634.327","22.513"
"1679307144","305.035","253.227","215.528","547.670","634.705","22.512"
"1679307154","305.850","254.099","216.305","548.271","635.115","22.511"
"1679307164","306.616","254.920","217.031","548.833","635.505","22.510"
"1679307174","307.387","255.743","217.762","549.398","635.892","22.512"
"1679307184","308.202","256.621","218.549","549.994","636.301","22.517"
"1679307194","308.969","257.444","219.295","550.556","636.683","22.527"
"1679307204","309.727","258.264","220.037","551.111","637.058","22.531"
"1679307214","310.518","259.117","220.810","551.683","637.451","22.526"
"1679307224","311.308","259.978","221.577","552.259","637.850","22.517"
"1679307234","312.064","260.797","222.313","552.813","638.235","22.506"
"1679307244","312.834","261.630","223.061","553.379","638.633","22.517"
"1679307254","313.649","262.508","223.866","553.976","639.048","22.519"
"1679307264","314.410","263.345","224.607","554.529","639.432","22.537"
"1679307274","315.159","264.162","225.342","555.075","639.807","22.528"
"1679307284","315.966","265.020","226.112","555.651","640.209","22.538"
"1679307294","316.780","265.873","226.877","556.221","640.604","22.532"
"1679307304","317.536","266.690","227.604","556.762","640.977","22.517"
"1679307314","318.288","267.510","228.339","557.311","641.354","22.516"
"1679307324","319.088","268.390","229.126","557.896","641.758","22.526"
"1679307334","319.854","269.222","229.867","558.456","642.147","22.527"
"1679307344","320.608","270.047","230.598","559.004","642.524","22.524"
"1679307354","321.386","270.894","231.343","559.571","642.920","22.528"
"1679307364","322.162","271.742","232.091","560.135","643.320","22.526"
"1679307374","322.923","272.572","232.821","560.690","643.711","22.532"
"1679307384","323.679","273.397","233.550","561.244","644.101","22.548"
"1679307394","324.484","274.276","234.322","561.833","644.509","22.548"
"1679307404","325.230","275.096","235.044","562.379","644.894","22.551"
"1679307414","325.978","275.908","235.768","562.925","645.280","22.552"
"1679307424","326.762","276.752","236.518","563.488","645.681","22.543"
"1679307434","327.543","277.604","237.282","564.063","646.094","22.534"
"1679307444","328.292","278.425","238.022","564.616","646.495","22.533"
"1679307454","329.003","279.212","238.737","565.145","646.873","22.529"
"1679307464","329.833","280.120","239.553","565.750","647.308","22.518"
"1679307474","330.556","280.919","240.271","566.284","647.686","22.528"
"1679307484","331.301","281.718","240.996","566.820","648.047","22.536"
"1679307494","332.044","282.551","241.746","567.377","648.422","22.535"
"1679307504","332.812","283.397","242.523","567.942","648.807","22.538"
"1679307514","333.579","284.287","243.406","568.526","649.203","22.536"
"1679307524","334.298","285.107","244.198","569.064","649.565","22.532"
"1679307534","335.104","285.989","245.012","569.647","649.967","22.533"
"1679307544","335.887","286.805","245.746","570.189","650.341","22.532"
"1679307554","336.644","287.620","246.474","570.730","650.713","22.533"
"1679307564","337.425","288.465","247.231","571.291","651.097","22.534"
"1679307574","338.199","289.310","247.987","571.856","651.490","22.537"
"1679307584","338.942","290.122","248.705","572.394","651.864","22.535"
"1679307594","339.678","290.933","249.420","572.926","652.237","22.535"
"1679307604","340.471","291.806","250.193","573.505","652.641","22.547"
"1679307614","341.204","292.613","250.916","574.044","653.022","22.553"
"1679307624","341.939","293.426","251.642","574.584","653.401","22.563"
"1679307634","342.697","294.262","252.391","575.142","653.794","22.569"
"1679307644","343.460","295.099","253.136","575.697","654.177","22.566"
"1679307654","344.195","295.909","253.865","576.238","654.550","22.562"
"1679307664","344.926","296.718","254.602","576.774","654.918","22.558"
"1679307674","345.709","297.589","255.398","577.348","655.313","22.568"
"1679307684","346.447","298.394","256.134","577.882","655.684","22.575"
"1679307694","347.234","299.219","256.874","578.416","656.054","22.580"
"1679307704","348.007","300.061","257.641","578.961","656.434","22.574"
"1679307714","348.763","300.896","258.418","579.508","656.821","22.575"
"1679307724","349.491","301.708","259.180","580.042","657.198","22.575"
"1679307734","350.206","302.507","259.930","580.567","657.566","22.564"
"1679307744","350.979","303.376","260.737","581.142","657.975","22.569"
"1679307754","351.701","304.179","261.483","581.673","658.344","22.564"
"1679307764","352.423","304.985","262.224","582.201","658.707","22.561"
"1679307774","353.171","305.814","262.984","582.749","659.055","22.552"
"1679307784","353.923","306.641","263.735","583.292","659.400","22.567"
"1679307794","354.646","307.440","264.457","583.812","659.728","22.568"
"1679307804","355.361","308.229","265.175","584.326","660.060","22.568"
"1679307814","356.128","309.083","265.947","584.878","660.425","22.568"
"1679307824","356.858","309.890","266.674","585.401","660.786","22.579"
"1679307834","357.578","310.691","267.396","585.918","661.142","22.586"
"1679307844","358.312","311.505","268.134","586.443","661.513","22.585"
"1679307854","359.052","312.328","268.883","586.981","661.928","22.584"
"1679307864","359.773","313.127","269.608","587.504","662.334","22.586"
"1679307874","360.491","313.928","270.340","588.030","662.746","22.591"
"1679307884","361.254","314.783","271.120","588.587","663.179","22.596"
"1679307894","361.964","315.577","271.845","589.107","663.569","22.594"
"1679307904","362.675","316.405","272.600","589.647","663.970","22.597"
"1679307914","363.415","317.203","273.333","590.173","664.365","22.597"
"1679307924","364.148","318.021","274.090","590.714","664.775","22.598"
"1679307934","364.850","318.808","274.809","591.229","665.160","22.581"
"1679307944","365.567","319.608","275.547","591.755","665.558","22.592"
"1679307954","366.325","320.457","276.323","592.313","665.974","22.592"
"1679307964","367.029","321.236","277.035","592.828","666.361","22.590"
"1679307974","367.725","322.032","277.801","593.344","666.742","22.585"
"1679307984","368.438","322.886","278.693","593.894","667.158","22.593"
"1679307994","369.149","323.715","279.514","594.425","667.556","22.592"
"1679308004","369.855","324.509","280.252","594.945","667.949","22.596"
